date,equity_10000,equity_25000,equity_50000,equity_100000,equity_250000,equity_500000,equity_1000000,equity_2000000
2008-05-20,0.0,0.0,1.4583643410921365,2.781174340056773,3.4244860956905843,3.428481699685777,3.428481699685777,3.428481699685777
2008-05-21,0.0,0.0,1.4604461708833256,2.785676359511514,3.430102382668977,3.434104539606148,3.434104539606148,3.434104539606148
2008-05-22,0.0,0.0,1.463070150501244,2.791213379285534,3.4369929630358214,3.4410031597283526,3.4410031597283526,3.4410031597283526
2008-05-23,0.0,0.0,1.4585618781579193,2.7831447356328822,3.427129879442486,3.4311285681378725,3.4311285681378725,3.4311285681378725
2008-05-27,0.0,0.0,1.457706364646017,2.7820445715357356,3.425847950556107,3.429845143529205,3.429845143529205,3.429845143529205
2008-05-28,0.0,0.0,1.4650349474224198,2.796563648071704,3.4437998053979197,3.4478179441424195,3.4478179441424195,3.4478179441424195
2008-05-29,0.0,0.0,1.462311295996331,2.791897100610608,3.4381252645488374,3.442136782382212,3.442136782382212,3.442136782382212
2008-05-30,0.0,0.0,1.4682586052214766,2.803784607531193,3.4528366216582467,3.4568653043320086,3.4568653043320086,3.4568653043320086
2008-06-02,0.0,0.0,1.462852281543363,2.793993527570455,3.4408506104229475,3.4448653081211424,3.4448653081211424,3.4448653081211424
2008-06-03,0.0,0.0,1.4669993587754657,2.802447257022887,3.451333705899298,3.455360635008863,3.455360635008863,3.455360635008863
2008-06-04,0.0,0.0,1.4605898320897768,2.790736073788888,3.4369825820050437,3.44099276658525,3.44099276658525,3.44099276658525
2008-06-05,0.0,0.0,1.468578770845732,2.806533709667366,3.456510826319558,3.460543795962639,3.460543795962639,3.460543795962639
2008-06-06,0.0,0.0,1.4570817412717323,2.7850956408821435,3.4301792911909414,3.4341815378630356,3.4341815378630356,3.4341815378630356
2008-06-09,0.0,0.0,1.4619152281608376,2.794867982793335,3.4422878033594135,3.446304177938073,3.446304177938073,3.446304177938073
2008-06-10,0.0,0.0,1.4486548960047114,2.770050730078462,3.4117938758006208,3.4157746708338017,3.4157746708338017,3.4157746708338017
2008-06-11,0.0,0.0,1.4480392171517955,2.769407251595105,3.4110748903382437,3.415054846477324,3.415054846477324,3.415054846477324
2008-06-12,0.0,0.0,1.4561601211261324,2.785472594722244,3.430936157670155,3.4349392874349656,3.4349392874349656,3.4349392874349656
2008-06-13,0.0,0.0,1.461323303108987,2.795883260467569,3.4438319203244525,3.4478500965398373,3.4478500965398373,3.4478500965398373
2008-06-16,0.0,0.0,1.4561268133470529,2.786475263660043,3.4323156999006983,3.4363204392805846,3.4363204392805846,3.4363204392805846
2008-06-17,0.0,0.0,1.4636225244109446,2.8013535647437364,3.4507150777106865,3.4547412850204844,3.4547412850204844,3.4547412850204844
2008-06-18,0.0,0.0,1.4528693402358646,2.7813066036308256,3.426092952856862,3.4300904316924634,3.4300904316924634,3.4300904316924634
2008-06-19,0.0,0.0,1.4466231382152823,2.769883786122751,3.412094931095504,3.4160760773924093,3.4160760773924093,3.4160760773924093
2008-06-20,0.0,0.0,1.4350353844408692,2.748231203517207,3.3854956804648895,3.3894457914271134,3.3894457914271134,3.3894457914271134
2008-06-23,0.0,0.0,1.4388107307537403,2.755996262392552,3.395136150101096,3.399097509320115,3.399097509320115,3.399097509320115
2008-06-24,0.0,0.0,1.4309867040652933,2.7415446347345798,3.3774074533648397,3.3813481271877057,3.3813481271877057,3.3813481271877057
2008-06-25,0.0,0.0,1.4368842153940629,2.753378523811556,3.392061270553887,3.3960190420810124,3.3960190420810124,3.3960190420810124
2008-06-26,0.0,0.0,1.4203738625319706,2.722276473592786,3.353819231245324,3.357732382925624,3.357732382925624,3.357732382925624
2008-06-27,0.0,0.0,1.4200577696266523,2.7222061242043227,3.3538088961282395,3.3577220357497857,3.3577220357497857,3.3577220357497857
